imdb_id,source,rating
tt0830515,Metacritic,58.0
tt0095953,IMDb,8.0
tt0095953,Metacritic,65.0
tt0089880,IMDb,6.5
tt1192628,IMDb,7.2
tt1192628,Metacritic,75.0
tt0382932,IMDb,8.0
tt0382932,Metacritic,96.0
tt2357291,IMDb,6.3
tt0070608,IMDb,7.599999999999999
tt0070608,Metacritic,32.0
tt0093886,IMDb,6.6
tt0093886,Metacritic,74.0
tt0163187,IMDb,5.6
tt0163187,Metacritic,77.0
tt2126355,IMDb,6.1
tt2126355,Metacritic,43.0
tt0362120,IMDb,5.1
tt0329575,IMDb,7.3
tt0329575,Metacritic,72.0
tt0081480,IMDb,6.7
tt0126029,IMDb,7.9
tt0126029,Metacritic,84.0
tt0892791,IMDb,6.3
tt0892791,Metacritic,58.0
tt3470600,IMDb,7.1
tt3470600,Metacritic,59.0
tt0076723,IMDb,7.3
tt0076723,Metacritic,61.0
tt0070707,IMDb,7.2
tt0070707,Metacritic,49.0
tt0162661,IMDb,7.3
tt0162661,Metacritic,65.0
tt3778644,IMDb,6.9
tt0108185,IMDb,6.2
tt3794354,IMDb,6.5
tt3794354,Metacritic,47.0
tt0117705,IMDb,6.5
tt0117705,Metacritic,59.0
tt0316654,IMDb,7.3
tt0090056,IMDb,6.4
tt0088161,IMDb,6.3
tt0088161,Metacritic,74.0
tt0094025,IMDb,6.6
tt0094025,Metacritic,69.0
tt0092007,IMDb,7.3
tt0086361,IMDb,4.7
tt0086361,Metacritic,23.0
tt0838283,IMDb,6.9
tt0120855,IMDb,7.3
tt0120855,Metacritic,44.0
tt6723592,IMDb,7.4
tt6723592,Metacritic,69.0
tt0103064,IMDb,8.5
tt0103064,Metacritic,75.0
tt0101272,IMDb,6.9
tt0078767,IMDb,6.2
tt0078767,Metacritic,33.0
tt0085244,IMDb,7.2
tt0085244,Metacritic,52.0
tt0080453,IMDb,5.8
tt0080453,Metacritic,31.0
tt0372183,IMDb,7.7
tt0372183,Metacritic,73.0
tt0115798,IMDb,6.1
tt0115798,Metacritic,70.0
tt1457767,IMDb,7.5
tt1457767,Metacritic,68.0
tt0068421,IMDb,7.4
tt0068421,Metacritic,50.0
tt0319262,IMDb,6.4
tt0319262,Metacritic,47.0
tt0075925,IMDb,6.2
tt0075925,Metacritic,68.0
tt0407887,IMDb,8.5
tt0407887,Metacritic,85.0
tt1320253,IMDb,6.5
tt1320253,Metacritic,35.0
tt0082405,IMDb,6.8
tt0082405,Metacritic,69.0
tt0071562,IMDb,9.0
tt0071562,Metacritic,60.0
tt1343092,IMDb,7.2
tt1343092,Metacritic,55.0
tt0095253,IMDb,6.6
tt0095253,Metacritic,24.0
tt0071583,IMDb,5.8
tt0104389,IMDb,6.6
tt0104389,Metacritic,64.0
tt0073113,IMDb,6.3
tt0903624,IMDb,7.8
tt0903624,Metacritic,58.0
tt0116583,IMDb,7.0
tt0116583,Metacritic,74.0
tt9799878,IMDb,1.9
tt9799878,Metacritic,74.0
tt1951265,IMDb,6.6
tt0800080,IMDb,6.6
tt0800080,Metacritic,61.0
tt1051906,IMDb,7.1
tt1051906,Metacritic,72.0
tt0087538,IMDb,7.3
tt1155076,IMDb,6.2
tt0095489,IMDb,7.4
tt0070290,IMDb,7.5
tt0070290,Metacritic,89.0
tt1490017,IMDb,7.7
tt0071771,IMDb,7.1
tt0071771,Metacritic,48.0
tt0071807,IMDb,6.7
tt0071807,Metacritic,43.0
tt0120616,IMDb,7.0
tt0120616,Metacritic,34.0
tt0859163,IMDb,5.2
tt0859163,Metacritic,31.0
tt0087781,IMDb,7.5
tt0087781,Metacritic,74.0
tt4682266,IMDb,5.3
tt4682266,Metacritic,43.0
tt0075005,IMDb,7.5
tt0075005,Metacritic,62.0
tt0075029,IMDb,7.8
tt0335345,IMDb,7.2
tt0335345,Metacritic,47.0
tt0072081,IMDb,7.1
tt0072081,Metacritic,61.0
tt0117500,IMDb,7.4
tt0117500,Metacritic,73.0
tt0472181,IMDb,5.4
tt0472181,Metacritic,40.0
tt0111255,IMDb,5.6
tt0111255,Metacritic,75.0
tt1259571,IMDb,4.8
tt1259571,Metacritic,44.0
tt0068341,IMDb,6.5
tt0368447,IMDb,6.5
tt0368447,Metacritic,44.0
tt0120888,IMDb,6.9
tt0120888,Metacritic,59.0
tt1981115,IMDb,6.8
tt0072288,IMDb,7.0
tt0072288,Metacritic,62.0
tt0100802,IMDb,7.5
tt0100802,Metacritic,43.0
tt0435761,IMDb,8.199999999999998
tt1979376,IMDb,7.7
tt1399103,IMDb,6.2
tt1399103,Metacritic,42.0
tt1055369,IMDb,6.0
tt1055369,Metacritic,35.0
tt1679335,IMDb,6.5
tt1679335,Metacritic,55.0
tt1104001,IMDb,6.8
tt1104001,Metacritic,49.0
tt0111503,IMDb,7.2
tt0111503,Metacritic,57.0
tt1099212,IMDb,5.2
tt1099212,Metacritic,56.0
tt0117998,IMDb,6.4
tt0117998,Metacritic,68.0
tt0098554,IMDb,7.0
tt0098554,Metacritic,51.0
tt0358273,IMDb,7.8
tt0407304,IMDb,6.5
tt0407304,Metacritic,73.0
tt0114898,IMDb,6.2
tt0114898,Metacritic,56.0
tt0070909,IMDb,7.0
tt0070909,Metacritic,77.0
tt7126948,IMDb,5.4
tt7126948,Metacritic,60.0
tt3385516,IMDb,6.9
tt3385516,Metacritic,52.0
tt0072431,IMDb,8.0
tt0072431,Metacritic,36.0
tt0096487,IMDb,6.9
tt0096487,Metacritic,55.0
tt0128853,IMDb,6.7
tt0128853,Metacritic,57.0
tt2948356,IMDb,8.0
tt2948356,Metacritic,78.0
tt1232829,IMDb,7.2
tt1232829,Metacritic,69.0
tt0095159,IMDb,7.5
tt0095159,Metacritic,80.0
tt0095742,IMDb,5.7
tt0095742,Metacritic,56.0
tt0070819,IMDb,6.5
tt0112281,IMDb,6.4
tt0112281,Metacritic,45.0
tt0075629,IMDb,6.5
tt0071110,IMDb,5.7
tt0071110,Metacritic,50.0
tt0078748,IMDb,8.4
tt0078748,Metacritic,65.0
tt0086873,IMDb,6.7
tt0086873,Metacritic,93.0
tt0952640,IMDb,5.2
tt0952640,Metacritic,39.0
tt0765429,IMDb,7.8
tt0765429,Metacritic,76.0
tt0328828,IMDb,6.3
tt0328828,Metacritic,81.0
tt0118615,IMDb,4.8
tt0118615,Metacritic,37.0
tt0808151,IMDb,6.7
tt0808151,Metacritic,48.0
tt0083564,IMDb,6.6
tt0083564,Metacritic,33.0
tt0080377,IMDb,6.1
tt6590506,IMDb,8.3
tt6590506,Metacritic,83.0
tt0112384,IMDb,7.599999999999999
tt0112384,Metacritic,83.0
tt0082031,IMDb,6.9
tt0082031,Metacritic,41.0
tt0103776,IMDb,7.0
tt0103776,Metacritic,68.0
tt0101414,IMDb,8.0
tt0101414,Metacritic,65.0
tt0389790,IMDb,6.1
tt0071206,IMDb,6.1
tt0071206,Metacritic,53.0
tt0094737,IMDb,7.3
tt0094737,Metacritic,74.0
tt0082089,IMDb,7.4
tt0082089,Metacritic,76.0
tt0397892,IMDb,6.8
tt0397892,Metacritic,67.0
tt0103859,IMDb,5.6
tt0112573,IMDb,8.3
tt0112573,Metacritic,68.0
tt0086998,IMDb,5.8
tt0086998,Metacritic,42.0
tt0080472,IMDb,6.1
tt0080472,Metacritic,66.0
tt0082121,IMDb,6.1
tt0082121,Metacritic,55.0
tt0080487,IMDb,7.3
tt0080487,Metacritic,48.0
tt9347730,IMDb,6.0
tt9347730,Metacritic,72.0
tt0112642,IMDb,6.1
tt0112642,Metacritic,49.0
tt0800320,IMDb,5.8
tt0800320,Metacritic,39.0
tt1985966,IMDb,6.4
tt0094889,IMDb,5.9
tt0094889,Metacritic,12.0
tt0369339,IMDb,7.5
tt0369339,Metacritic,23.0
tt0077362,IMDb,7.3
tt0112715,IMDb,5.2
tt0112715,Metacritic,75.0
tt0068408,IMDb,6.1
tt0068408,Metacritic,49.0
tt3104988,IMDb,6.9
tt3104988,Metacritic,74.0
tt0112740,IMDb,7.3
tt0112740,Metacritic,66.0
tt3228774,IMDb,7.4
tt3228774,Metacritic,59.0
tt0106673,IMDb,6.8
tt2103281,IMDb,7.599999999999999
tt2103281,Metacritic,79.0
tt0071402,IMDb,7.0
tt0071402,Metacritic,31.0
tt1323594,IMDb,7.599999999999999
tt1323594,Metacritic,49.0
tt0246460,IMDb,6.1
tt0246460,Metacritic,56.0
tt0095016,IMDb,8.199999999999998
tt0095016,Metacritic,65.0
tt0109635,IMDb,6.1
tt0109635,Metacritic,58.0
tt0118998,IMDb,5.4
tt0118998,Metacritic,34.0
tt1211837,IMDb,7.5
tt1211837,Metacritic,72.0
tt0364725,IMDb,6.7
tt6673612,IMDb,5.6
tt6673612,Metacritic,26.0
tt1059786,IMDb,6.6
tt1059786,Metacritic,43.0
tt0071455,IMDb,5.9
tt0071455,Metacritic,66.0
tt0195685,IMDb,7.4
tt0195685,Metacritic,73.0
tt0076009,IMDb,3.8
tt0076009,Metacritic,39.0
tt0074512,IMDb,6.8
tt0074512,Metacritic,75.0
tt0120667,IMDb,5.7
tt0104231,IMDb,6.6
tt0104231,Metacritic,49.0
tt1013752,IMDb,6.6
tt1013752,Metacritic,58.0
tt0266543,IMDb,8.099999999999998
tt0266543,Metacritic,90.0
tt0080745,IMDb,6.5
tt0080745,Metacritic,58.0
tt0087277,IMDb,6.6
tt0087277,Metacritic,42.0
tt0109830,IMDb,8.8
tt0109830,Metacritic,82.0
tt0077578,IMDb,6.8
tt6264654,IMDb,7.2
tt6264654,Metacritic,62.0
tt0106965,IMDb,6.0
tt0106965,Metacritic,79.0
tt0073026,IMDb,6.3
tt0073026,Metacritic,95.0
tt0074564,IMDb,5.8
tt0074564,Metacritic,41.0
tt3741700,IMDb,6.0
tt3741700,Metacritic,48.0
tt0087355,IMDb,6.8
tt1454468,IMDb,7.7
tt1454468,Metacritic,96.0
tt0087363,IMDb,7.3
tt0087363,Metacritic,70.0
tt0082495,IMDb,6.5
tt0082495,Metacritic,50.0
tt0366548,IMDb,6.4
tt0366548,Metacritic,77.0
tt0330373,IMDb,7.7
tt0330373,Metacritic,81.0
tt0304141,IMDb,7.9
tt0304141,Metacritic,82.0
tt0068699,IMDb,7.5
tt0068699,Metacritic,69.0
tt0386588,IMDb,6.6
tt0386588,Metacritic,63.0
tt0077696,IMDb,6.4
tt0077696,Metacritic,70.0
tt1499658,IMDb,6.8
tt1499658,Metacritic,57.0
tt0102059,IMDb,6.8
tt0102059,Metacritic,61.0
tt0837562,IMDb,7.1
tt0837562,Metacritic,54.0
tt0077699,IMDb,6.7
tt0077699,Metacritic,76.0
tt0480249,IMDb,7.2
tt0097576,IMDb,8.199999999999998
tt0097576,Metacritic,65.0
tt0816692,IMDb,8.599999999999998
tt0816692,Metacritic,74.0
tt1228705,IMDb,7.0
tt0116669,IMDb,5.8
tt0116669,Metacritic,81.0
tt1116184,IMDb,7.0
tt0089360,IMDb,6.5
tt4196776,IMDb,6.6
tt4196776,Metacritic,58.0
tt0068762,IMDb,7.599999999999999
tt0068762,Metacritic,75.0
tt0116695,IMDb,7.3
tt0116695,Metacritic,77.0
tt0116705,IMDb,5.6
tt0116705,Metacritic,34.0
tt0068768,IMDb,6.5
tt0068768,Metacritic,52.0
tt6146586,IMDb,7.4
tt6146586,Metacritic,73.0
tt7286456,IMDb,8.4
tt7286456,Metacritic,59.0
tt2283362,IMDb,6.9
tt2283362,Metacritic,58.0
tt0107290,IMDb,8.099999999999998
tt0974015,IMDb,6.1
tt0360717,IMDb,7.2
tt0360717,Metacritic,62.0
tt1327773,IMDb,7.2
tt1327773,Metacritic,65.0
tt0104714,IMDb,6.7
tt0122151,IMDb,6.6
tt0443272,IMDb,7.3
tt3315342,IMDb,8.099999999999998
tt3315342,Metacritic,77.0
tt0070337,IMDb,5.3
tt2872732,IMDb,6.4
tt2872732,Metacritic,69.0
tt0071788,IMDb,6.6
tt0351283,IMDb,6.9
tt0351283,Metacritic,60.0
tt1915581,IMDb,6.1
tt1587310,IMDb,7.0
tt1587310,Metacritic,56.0
tt0093493,IMDb,5.9
tt0093493,Metacritic,21.0
tt0110478,IMDb,7.0
tt1409024,IMDb,6.8
tt0100157,IMDb,7.8
tt0100157,Metacritic,75.0
tt0280590,IMDb,5.8
tt0280590,Metacritic,24.0
tt0107614,IMDb,7.0
tt0107614,Metacritic,53.0
tt0368891,IMDb,6.9
tt0368891,Metacritic,98.0
tt0465234,IMDb,6.5
tt0465234,Metacritic,48.0
tt2004420,IMDb,6.3
tt2004420,Metacritic,58.0
tt2382320,IMDb,7.5
tt1670345,IMDb,7.2
tt1670345,Metacritic,50.0
tt0144528,IMDb,4.4
tt0144528,Metacritic,38.0
tt0086034,IMDb,6.5
tt0086034,Metacritic,63.0
tt0082853,IMDb,6.5
tt0400717,IMDb,6.1
tt0400717,Metacritic,44.0
tt0093690,IMDb,6.2
tt0093690,Metacritic,55.0
tt0089767,IMDb,7.3
tt0089767,Metacritic,61.0
tt0070511,IMDb,8.0
tt0070511,Metacritic,51.0
tt0098084,IMDb,6.6
tt0098084,Metacritic,38.0
tt1790809,IMDb,6.5
tt1790809,Metacritic,39.0
tt1298650,IMDb,6.6
tt1298650,Metacritic,45.0
tt0133152,IMDb,5.7
tt0133152,Metacritic,82.0
tt0117381,IMDb,7.7
tt0100419,IMDb,5.4
tt0100419,Metacritic,27.0
tt0086154,IMDb,6.5
tt0086154,Metacritic,58.0
tt0073600,IMDb,6.6
tt0073600,Metacritic,53.0
tt0087985,IMDb,6.4
tt0087985,Metacritic,79.0
tt1408253,IMDb,6.2
tt1408253,Metacritic,32.0
tt0955308,IMDb,6.6
tt0955308,Metacritic,32.0
tt0093870,IMDb,7.599999999999999
tt0093870,Metacritic,67.0
tt0089927,IMDb,6.9
tt0089927,Metacritic,40.0
tt0073631,IMDb,6.6
tt0073631,Metacritic,14.0
tt0088011,IMDb,6.9
tt0088011,Metacritic,63.0
tt0120812,IMDb,7.0
tt0120812,Metacritic,60.0
tt0266915,IMDb,6.6
tt0293564,IMDb,6.2
tt0091877,IMDb,6.9
tt0944835,IMDb,6.4
tt0944835,Metacritic,65.0
tt0076666,IMDb,6.8
tt0432348,IMDb,6.6
tt0432348,Metacritic,48.0
tt0306047,IMDb,5.5
tt0267913,IMDb,5.2
tt0267913,Metacritic,35.0
tt0120082,IMDb,6.2
tt0096061,IMDb,7.0
tt0096061,Metacritic,38.0
tt0307453,IMDb,6.0
tt0307453,Metacritic,48.0
tt0988045,IMDb,7.599999999999999
tt0988045,Metacritic,57.0
tt0298148,IMDb,7.2
tt1130884,IMDb,8.199999999999998
tt1130884,Metacritic,63.0
tt0286106,IMDb,6.7
tt0286106,Metacritic,59.0
tt0102945,IMDb,6.3
tt0108160,IMDb,6.8
tt0108160,Metacritic,72.0
tt0076729,IMDb,7.0
tt0076729,Metacritic,50.0
tt3554046,IMDb,4.4
tt3554046,Metacritic,36.0
tt0111257,IMDb,7.2
tt0111257,Metacritic,40.0
tt0413300,IMDb,6.2
tt2660888,IMDb,7.0
tt1408101,IMDb,7.7
tt1408101,Metacritic,72.0
tt0111282,IMDb,7.1
tt0111282,Metacritic,42.0
tt0081562,IMDb,6.8
tt0081562,Metacritic,56.0
tt1398426,IMDb,7.8
tt1398426,Metacritic,72.0
tt1650062,IMDb,7.0
tt1650062,Metacritic,61.0
tt0829482,IMDb,7.599999999999999
tt0829482,Metacritic,76.0
tt0348150,IMDb,6.0
tt0348150,Metacritic,72.0
tt0256415,IMDb,6.2
tt0256415,Metacritic,45.0
tt1397280,IMDb,6.3
tt0075314,IMDb,8.199999999999998
tt0075314,Metacritic,94.0
tt0086425,IMDb,7.4
tt0086425,Metacritic,79.0
tt0072610,IMDb,6.5
tt0078869,IMDb,6.0
tt0078869,Metacritic,71.0
tt0078872,IMDb,7.4
tt0078872,Metacritic,52.0
tt0185937,IMDb,6.5
tt0452594,IMDb,5.8
tt0112579,IMDb,7.599999999999999
tt0112579,Metacritic,69.0
tt7504726,IMDb,6.8
tt0077321,IMDb,6.5
tt0078966,IMDb,7.4
tt0078966,Metacritic,81.0
tt0468569,IMDb,9.0
tt0468569,Metacritic,84.0
tt0377818,IMDb,5.1
tt0377818,Metacritic,33.0
tt0079100,IMDb,6.4
tt0079100,Metacritic,64.0
tt0070047,IMDb,8.0
tt0070047,Metacritic,81.0
tt2582846,IMDb,7.7
tt2582846,Metacritic,69.0
tt0116313,IMDb,6.4
tt0116313,Metacritic,58.0
tt0068638,IMDb,7.4
tt0068638,Metacritic,63.0
tt0076095,IMDb,7.4
tt0076095,Metacritic,64.0
tt0071577,IMDb,6.4
tt0071577,Metacritic,55.0
tt0391198,IMDb,5.9
tt0391198,Metacritic,48.0
tt2404463,IMDb,6.6
tt2404463,Metacritic,76.0
tt0079367,IMDb,7.2
tt0089370,IMDb,6.1
tt0089370,Metacritic,53.0
tt3040964,IMDb,7.4
tt4116284,IMDb,7.3
tt0068853,IMDb,6.9
tt0398165,IMDb,6.4
tt0398165,Metacritic,48.0
tt0167260,IMDb,8.9
tt0119567,IMDb,6.6
tt0234215,IMDb,7.2
tt0234215,Metacritic,62.0
tt0395699,IMDb,5.6
tt0395699,Metacritic,30.0
tt2452042,IMDb,7.1
tt0107798,IMDb,6.6
tt0107798,Metacritic,50.0
tt7798646,IMDb,6.1
tt7798646,Metacritic,32.0
tt0383216,IMDb,5.7
tt0383216,Metacritic,55.0
tt0069113,IMDb,7.1
tt0069113,Metacritic,22.0
tt0368933,IMDb,5.8
tt0368933,Metacritic,43.0
tt0111070,IMDb,6.5
tt0111070,Metacritic,57.0
tt0304669,IMDb,5.7
tt0452681,IMDb,4.8
tt0452681,Metacritic,57.0
tt0070735,IMDb,8.3
tt0070735,Metacritic,83.0
tt0164184,IMDb,6.4
tt0164184,Metacritic,45.0
tt0088247,IMDb,8.0
tt0088247,Metacritic,38.0
tt0084809,IMDb,5.8
tt0084809,Metacritic,95.0
tt0084917,IMDb,7.2
tt0084917,Metacritic,63.0
tt3501632,IMDb,7.9
tt3501632,Metacritic,74.0
tt0081633,IMDb,7.0
tt0081633,Metacritic,79.0
tt0120338,IMDb,7.8
tt0120338,Metacritic,75.0
tt0073812,IMDb,6.6
tt0073812,Metacritic,46.0
tt0092099,IMDb,6.9
tt0092099,Metacritic,50.0
tt0120363,IMDb,7.9
tt3371366,IMDb,5.2
tt3371366,Metacritic,27.0
tt0942385,IMDb,7.0
tt0942385,Metacritic,71.0
tt0332452,IMDb,7.3
tt0332452,Metacritic,56.0
tt0141926,IMDb,6.6
tt0141926,Metacritic,62.0
tt0217869,IMDb,7.3
tt0217869,Metacritic,62.0
tt10059518,IMDb,6.0
tt10059518,Metacritic,40.0
tt0105699,IMDb,6.3
tt0105699,Metacritic,61.0
tt1270797,IMDb,6.7
tt1270797,Metacritic,35.0
tt3450958,IMDb,7.4
tt3450958,Metacritic,82.0
tt0103241,IMDb,7.0
tt0161081,IMDb,6.6
tt0161081,Metacritic,51.0
tt0207201,IMDb,6.4
tt0207201,Metacritic,47.0
tt0098635,IMDb,7.599999999999999
tt0098635,Metacritic,76.0
tt0114924,IMDb,6.7
tt0114924,Metacritic,67.0
tt0120891,IMDb,4.9
tt0120891,Metacritic,81.0
tt0096446,IMDb,7.3
tt0096446,Metacritic,47.0
tt0816711,IMDb,7.0
tt1772341,IMDb,7.7
tt1772341,Metacritic,72.0
